title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Finland – Medical equipments,,FIN,,https://ted.europa.eu/en/notice/-/detail/850452-2025,850452-2025,33100000|33100000,"HUS-Yhtymä (HUS) kartoittaa tarjontaa markkinoilla koblaattorille tarvikkeineen ja käyttöön mahdollisesti tarvittavine palveluineen. Tämä tietopyyntö ei ole hankintailmoitus, ennakkoilmoitus eikä tarjouspyyntö, eikä ilmoituksen julkaisemisella aloiteta tarjouskilpailua. Tietopyyntöön vastaaminen ei ole edellytys mahdolliseen myöhempään kilpailutukseen osallistumiselle eikä tietopyyntöön vastaaminen vaikuta tarjoajan asemaan mahdollisessa tarjouskilpailussa. Tällä tietopyynnöllä on tarkoitus kartoittaa soveltuvia laitteistoja ja ratkaisuja sekä niitä tarjoavia toimittajia, jotta valmisteilla oleva kilpailutus voidaan toteuttaa mahdollisimman tarkoituksenmukaisesti. Koblaattoria on alustavasti suunniteltu käytettäväksi nielurisakirurgiaan, mutta muutkin käyttötarkoitukset kiinnostavat. Laitesidonnaisilla tarvikkeilla tarkoitetaan tässä yhteydessä kaikkia niitä tarvikkeita, joita laitteen käyttö edellyttää toimenpiteen suorittamiseksi. Hankintayksikkö pyytää kohdassa ""Hankintaa tai osaa koskevat lisätiedot"" määritellyt vaatimukset täyttäviä laitteita tarjoavia toimittajia ilmoittautumaan sähköpostitse. Pyydämme liittämään sähköpostiin tuote-esitteet, tuotelistat sekä muuta tietoa tarjoamistanne laitteista ja laitteiston kulutustarvikkeista. Vastaajaa pyydetään varautumaan mahdolliseen markkinavuoropuheluun sekä tekniseen vuoropuheluun jatkossa. Markkinakartoituksen aikana hankintayksikkö voi ottaa vastaajiin tasapuolisesti yhteyttä, jos vastaaja on lisännyt viestiin yhteystietonsa. Mukana olevat hyvinvointialueet tarkentuvat valmistelun aikana. Tietopyynnöllä kohdassa ""Osia koskevat tiedot"" on ilmoitettu, että hankinta ei ole jaettu osiin.Tämä johtuu ilmoitusjärjestelmän teknisestä vaatimuksesta. Hankintayksikkö päättää kuitenkin myöhemmin mahdollisesta osiin jakamisesta. Tietopyynnössä esitetyt seikat ovat alustavia ja saattavat muuttua hankinnan valmistelun edetessä. Tämä tietopyyntö ei sido HUS-Yhtymää eikä vastauksen antajaa. Toimittajien antamat vastaukset käsitellään luottamuksellisesti. Vastaukset tietopyyntöön pyydetään lähettämään sähköpostilla. Sähköpostiviesti tulee otsikoida ""HUS 480-2025 Koblaattori ja laitekohtaiset tarvikkeet, vastaus tietopyyntöön"". Vastaukset tulee lähettää määräaikaan 9.1.2026 klo 12:00 mennessä osoitteeseen: kilpailutus.tiimi@hus.fi",HUS-yhtymä
Spain – Vaccines for veterinary medicine,2026-01-19,ESP,,https://ted.europa.eu/en/notice/-/detail/850460-2025,850460-2025,33651690|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000|33651690|33141625|33651690|33651690|33651690|33660000|33170000|33140000|33651690|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000|33140000|33170000|33651100|33651690|33660000|33690000|33691000|33692000|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000|33140000|33141625|33170000|33651100|33651690|33690000|33691000|33692000|33140000|33141625|33651100|33651690|33660000|33690000|33691000|33692000|33141625|33170000|33651100|33651690|33660000|33690000|33691000|33692000|33140000|33141625|33170000|33651100|33660000|33690000|33691000|33692000,Suministro de vacunas Suministro de test rápidos y fiables Suministro de desparasitadores de perros y gatos Suministro de sueros y otros Suministro de antibióticos Suministro de analgésicos/antiinflamatorios y antiemético Suministro de sedación Suministros fungibles clínicos Suministro de otros medicamentos,"Consejería Delegada de Gestión y Planeamiento Territorial y Medioambiental, S.A."
Germany – Medical aids,2026-01-30,DEU,,https://ted.europa.eu/en/notice/-/detail/850663-2025,850663-2025,33196000|33196000,"Gegenstand des Vertrages nach § 127 Absatz 1 SGB V ist die Versorgung mit elektronischen Hilfsmitteln für blinde und sehbehinderte Menschen, sowie Zusätze und Zubehöre inkl. aller im Zusammenhang stehenden Dienst- und Serviceleistungen wie Beratung und Einweisung. Der abzuschließende Vertrag begründet keinen Anspruch auf die Durchführung einer bestimmte Anzahl an Versorgungen für Versicherte der AOK PLUS bzw. eine bestimmte Abgabemenge.",AOK PLUS - Die Gesundheitskasse für Sachsen und Thüringen.
"Sweden – Medical equipments, pharmaceuticals and personal care products",2026-01-08,SWE,,https://ted.europa.eu/en/notice/-/detail/850829-2025,850829-2025,33000000|33000000|33000000|33000000|33000000|33000000|33000000|33000000|33000000|33000000|33100000|33100000|33100000|33100000|33100000|33100000|33100000|33100000|33100000,Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten. Upphandlingen omfattar att tillhandahålla medicinsk utrustning inom respektive delområde i enlighet med vad som närmare framgår av upphandlingsdokumenten.,Totalförsvarets plikt- och prövningsverk
Sweden – Orthotic services,2026-02-24,SWE,,https://ted.europa.eu/en/notice/-/detail/851047-2025,851047-2025,85111600|85111600|33141700|33183000,"Upphandlingen avser leverans av ortopedtekniska hjälpmedel och service till Region Halland. Uppdraget omfattar planering och drift av ortopedteknisk verksamhet. Leverantören ska ha ett helhetsansvar för den ortopedtekniska verksamheten med avseende på exempelvis måttagning, tillverkning, utprovning, anpassning, utlämning och leverans, reparation och service av ortopedtekniska hjälpmedel.",REGION HALLAND
Finland – Gas-therapy and respiratory devices,2026-01-21,FIN,,https://ted.europa.eu/en/notice/-/detail/851074-2025,851074-2025,33157000|33157400|33157400|33157400|33157100,"Osa-alueen kohteena on CPAP-laite ja siihen liittyvät käyttötarvikkeet. Hankittavat tuotteet ja niitä koskevat tarkemmat vaatimukset ovat esitetty tarjouspyynnössä. Osa-alueelle valitaan yksi toimittaja sopimuskaudelle, joka alkaa määräaikaisena 1.4.2026 ja päättyy 31.3.2028, jonka jälkeen sopimus jatkuu toistaiseksi. Osa-alueen kohteena on kaksoispaineventilaattori ja siihen liittyvät käyttötarvikkeet. Hankittavat tuotteet ja niitä koskevat tarkemmat vaatimukset ovat esitetty tarjouspyynnössä. Osa-alueelle valitaan yksi toimittaja sopimuskaudelle, joka alkaa määräaikaisena 1.4.2026 ja päättyy 31.3.2028, jonka jälkeen sopimus jatkuu toistaiseksi. Osa-alueen kohteena on happirikastin ja siihen liittyvät käyttötarvikkeet. Hankittavat tuotteet ja niitä koskevat tarkemmat vaatimukset ovat esitetty tarjouspyynnössä. Osa-alueelle valitaan yksi toimittaja sopimuskaudelle, joka alkaa määräaikaisena 1.4.2026 ja päättyy 31.3.2028, jonka jälkeen sopimus jatkuu toistaiseksi. Osa-alueen kohteena on hengityslaitteiden maskit. Hankittavat tuotteet ja niitä koskevat tarkemmat vaatimukset ovat esitetty tarjouspyynnössä. Osa-alueelle valitaan yksi toimittaja sopimuskaudelle, joka alkaa määräaikaisena 1.4.2026 ja päättyy 31.3.2028, jonka jälkeen sopimus jatkuu toistaiseksi.",Österbottens välfärdsområde - Pohjanmaan hyvinvointialue
Czechia – Medical consumables,2026-01-21,CZE,,https://ted.europa.eu/en/notice/-/detail/851093-2025,851093-2025,33140000|33100000|50421000|33140000|33100000|50421000,"Předmětem zadávacího řízení jsou průběžné dodávky zdravotnického materiálu pro přípravu parenterální výživy (dále také „Spotřební materiál“) dle potřeb zadavatele na základě rámcové kupní smlouvy uzavřené na dobu 8 let. Součástí plnění je i výpůjčka přístroje pro směšování parenterální výživy a zajištění jeho servisu na základě smlouvy o výpůjčce (Spotřební materiál spolu s vypůjčovanou technologií dále také „Zboží“). Zadavatel si současně vyhrazuje právo prostřednictvím uzavření smlouvy o smlouvě budoucí kupní odkoupit předmět výpůjčky v průběhu prvního čtvrtletí roku 2026, a to za maximální kupní cenu ve výši 1 900 000 Kč bez DPH a současně i prostřednictvím smlouvy o smlouvě budoucí servisní právo uzavřít smlouvu na poskytování pozáručního servisu po dobu 8 let, a to za maximální cenu 200 000 Kč bez DPH za 1 rok, blíže viz vyhrazené změny.",Fakultní nemocnice Brno
France – Catheters,2026-02-05,FRA,,https://ted.europa.eu/en/notice/-/detail/851135-2025,851135-2025,33141200|33141200,La consultation est répartie en 99 lots selon le détail joint au catalogue des besoins.,Centre Hospitalier Universitaire de Nantes
"Sweden – Medical equipments, pharmaceuticals and personal care products",2026-02-05,SWE,,https://ted.europa.eu/en/notice/-/detail/851141-2025,851141-2025,33000000|33168100|33000000|33168100,"Samverkansupphandling av förbrukningsprodukter inom kategorin endoskopi och ERCP för Sydöstra sjukvårdsregionen, dvs Region Kalmar län och Region Jönköpings län.",Region Kalmar Län
Italy – Motorised beds,2026-02-02,ITA,,https://ted.europa.eu/en/notice/-/detail/851228-2025,851228-2025,33192130|33192130,fornitura di letti elettrificati da destinare alla terapie intensive,ASST SETTE LAGHI
Poland – Medical consumables,2026-01-20,POL,,https://ted.europa.eu/en/notice/-/detail/851350-2025,851350-2025,33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000,Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.1 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.2 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.3 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.4 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.5 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.6 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.7 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.8 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.9 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.10 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.11 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.12 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.13 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.14 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.15 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.16 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.17 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.18 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.19 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.20 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.21 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.22 do SWZ. Szczegółowy opis przedmiotu zamówienia zawiera Załącznik nr 1.23 do SWZ.,1 Wojskowy Szpital Kliniczny z Polikliniką SPZOZ w Lublinie
Finland – Repair and maintenance services of medical equipment,2026-01-19,FIN,,https://ted.europa.eu/en/notice/-/detail/851743-2025,851743-2025,50421000|33100000|33140000|34913000|50000000|72250000|72268000|79342300|50421000|33100000|33140000|34913000|50000000|72250000|72268000|79342300,"HANKINNAN TAVOITTEET Hankinnan tavoitteena on varmistaa, että hankintaan osallistuvien hyvinvointialueiden lääkinnällisten laitteiden hallinta toteutuu lain (719/2021) 11 §:n mukaisesti. Tavoitteena on pitkäkestoinen ja hallittu kokonaispalvelu, joka huomioi jokaisen alueen yksilölliset tarpeet. HANKINNAN KOHDE Hankinnan kohteena on lääkinnällisten laitteiden kokonaishallinnan palvelu, joka kattaa: • Laitteiden rekisteröinnin • Vastaanottotarkastukset • Määräaikaishuollot • Vikahuollot • Varaosapalvelut • Laiterekisterin ylläpidon • Laitteiden poistot • Henkilöstön koulutukset Hyvinvointialueilla on erilaisia tarpeita ja kukin alue määrittelee oman palvelukokonaisuutensa. Kaikki mahdollisesti myöhemmin perustettavat uudet sote-yksiköt kuuluvat hankinnan piiriin. Hankinnan kohde on tarkemmin kuvattu liitteessä x ""Hankinnan kohteen kuvaus"". Sopimus on voimassa 4 vuotta määräaikaisena ja sen jälkeen toistaiseksi voimassa.",Keski-Uudenmaan hyvinvointialue
Czechia – Disposable non-chemical medical consumables and haematological consumables,2024-02-26,CZE,,https://ted.europa.eu/en/notice/-/detail/851813-2025,851813-2025,33141000|33194120|33169000|33141220|33141310|33141320|33141400|33141420|33141500|33141600|33141620|33141625|33181520|33141100|33182241|33157100|33141200|33171000|33181200|33192330|33198000|33700000|33760000|33711000|33770000|33741300|18140000|18141000|18143000|18142000|24455000|33141000|33141000|33141620|33157100|33141100|33141200|33141220|33141310|33141320|33141400|33141420|33141500|24455000|33141625|33181520|33194120|33182241|18142000|33169000|33171000|33181200|33192330|33198000|33700000|33760000|33711000|33770000|33741300|18140000|18141000|18143000|33141620|33141500|33141600|33141625|33181520|33194120,"V kategorii univerzálního zdravotnického spotřebního materiálu se bude jednat o dodávky o spotřebního zdravotnického materiálu nevázaného ke zdravotnickým přístrojům a technologiím, tedy SZM k poskytování diagnostické, léčebné a ošetřovatelské péče. Např.: jednorázové výrobky (návleky, čepice, operační pláště, operační sety a roušky, podložky, holící strojky, rukavice, šicí materiál, hadičky, sety, sáčky, masky, materiál z netkaných textilií, filtry, nástroje, stříkačky, jehly aj.), inkontinenční pomůcky apod. V kategorii spotřebního zdravotnického materiálu vázaného ke zdravotnickým technologiím se bude jednat o spotřební zdravotnický materiál vázaný na zdravotnické technologie ve vlastnictví ÚHKT. Např. se jedná o speciální sety, spojky, hadičky, sáčky, nástavce, filtrační jednotky apod. Zadavatel upřesňuje, že v některých případech bude požadována kompatibilita předmětu plnění veřejných zakázek zadávaných v DNS s přístrojovým vybavením zadavatele, která bude blíže popsána v dílčích DNS.",Ústav hematologie a krevní transfuze Praha
Czechia – Miscellaneous medical devices and products,2026-01-19,CZE,,https://ted.europa.eu/en/notice/-/detail/851822-2025,851822-2025,33190000|33190000,Předmětem plnění veřejné zakázky je dodávka 2ks skleněného UV boxu pro PCR pro Všeobecnou fakultní nemocnici v Praze.,Všeobecná fakultní nemocnice v Praze
Latvia – Electrosurgical unit,,LVA,,https://ted.europa.eu/en/notice/-/detail/852018-2025,852018-2025,33161000|33161000,Elektrokoagulācijas iekārtu iegāde un tehniskā apkalpošana,"Valsts sabiedrība ar ierobežotu atbildību ""Bērnu klīniskā universitātes slimnīca"""
