quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,819180-2025,Germany – Splints,Kölner Verkehrs-Betriebe AG,DEU,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/819180-2025,"This is a tender for the supply of various types of rails (Vignole rails, grooved rails) and steel track rods for Kölner Verkehrs-Betriebe AG, a public transport operator in Cologne, Germany. Despite the title translation suggesting ""splints,"" this procurement is actually for railway/tramway infrastructure components totaling thousands of meters of different rail types.","17,784 meters of Vignole rails; 324 meters of grooved rails; 336 pieces of steel track rods (Spurstangen); 10,728 meters of grooved rails; 7,500 meters of grooved rails",NOT FOUND,NOT FOUND,German
2,819523-2025,Malta – Medical equipments,Department of Contracts,MLT,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/819523-2025,"This is a tender from Malta's Department of Contracts for the procurement of 80 fully adjustable, 2-section stretchers for medical use.","Quantity 80 fully adjustable, 2-section stretchers",NOT FOUND,NOT FOUND,English
2,819689-2025,"Belgium – Sterilisation, disinfection and hygiene devices",VITAZ vzw,BEL,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/819689-2025,"VITAZ vzw is procuring sterilization equipment for their Central Sterilization Department across three hospital campuses in Belgium. The project involves restructuring sterilization activities and requires washers, disinfection equipment, ultrasonic pre-cleaning units, and a cart washer, along with installation, validation, training, and maintenance services.","Four or five new washer-disinfectors (possibly a tunnel washer or alternative), three ultrasonic pre-cleaning units, one cart washing installation for Sint-Niklaas campus, and one manual pre-rinse unit for Lokeren campus. All equipment must meet current standards and regulations for hospital Central Sterilization Departments. Supply includes delivery, installation, commissioning, validation, end-user training, service and maintenance.",NOT FOUND,NOT FOUND,Dutch
2,819746-2025,Czechia – Medical consumables,"Městská nemocnice Ostrava, příspěvková organizace",CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/819746-2025,"This is a tender for recurring deliveries of medical consumables and healthcare materials to be supplied to Městská nemocnice Ostrava (Ostrava Municipal Hospital) in the Czech Republic. The supplies will be delivered in anticipated volumes according to the hospital's current needs, in compliance with tender conditions and technical specifications.","Recurring deliveries of medical consumables and healthcare materials (zdravotnického materiálu) in volumes based on actual hospital requirements. Specific items, model numbers, and brands are not mentioned in this notice.",NOT FOUND,NOT FOUND,Czech
2,819887-2025,Czechia – Medical consumables,Fakultní nemocnice Ostrava,CZE,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/819887-2025,"This is a tender for ongoing and repeated deliveries of laboratory consumable materials issued by a university hospital in Ostrava, Czech Republic.",Laboratory consumable materials for repeated deliveries,NOT FOUND,NOT FOUND,Czech
2,820072-2025,Czechia – Defibrillator,Všeobecná fakultní nemocnice v Praze,CZE,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/820072-2025,"This is a tender for ongoing supplies of subcutaneous defibrillators with surface signal detection for the General University Hospital in Prague, Czech Republic.",Subcutaneous defibrillators with surface signal detection capability (Subkutánních defibrilátorů s detekcí povrchového signálu),NOT FOUND,NOT FOUND,Czech
2,820176-2025,Slovenia – Dental consumables,ZDRAVSTVENI DOM AJDOVŠČINA,SVN,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/820176-2025,"This is a tender from a healthcare center in Slovenia for dental consumables including composite materials, filling and impression materials, denture sets and acrylates, and orthodontic materials for the ROTH 22 system.","Composite materials, filling materials, impression materials, denture sets (garnitures), acrylates, and orthodontic supplies specifically for ROTH 22 system.",NOT FOUND,NOT FOUND,Slovenian
2,820192-2025,Norway – Coelioscopy devices,SYKEHUSINNKJØP HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/820192-2025,"This is a prior information notice for an upcoming regional tender in Norway for stapling and laparoscopic equipment to be supplied to health authorities in Mid-Norway. The estimated total contract value is NOK 132 million excluding VAT over the entire contract period, with annual value of approximately NOK 33 million.",Stapling and laparoscopic equipment for surgical procedures. Specific model numbers and brands are not mentioned in this prior notice.,NOT FOUND,NOT FOUND,English
2,820238-2025,Italy – Tomography devices,"A.O.U. Policlinico ""Gaspare Rodolico - San Marco"" U.O.C. Settore Acquisti e Logistica",ITA,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/820238-2025,This is a tender for a five-year rental/lease of a portable CT scanner dedicated to cranial-brain scans for the Neurosurgery Unit at San Marco Hospital in Italy.,One portable CT (TAC) scanner specifically designed for cranio-encephalic (brain/skull) scans to be used by the Neurosurgery Unit.,NOT FOUND,NOT FOUND,Italian
2,820261-2025,France – Medical consumables,HOPITAUX DE PROVENCE,FRA,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/820261-2025,"This is a tender for a comprehensive range of specialized medical catheters and devices for cardiovascular, neurological, and interventional procedures. The procurement includes items such as occlusion catheters, thrombectomy devices, stent retrievers, ablation needles, intravascular lithotripsy catheters, and various other specialized medical consumables, many with associated equipment provision.","Hydrophilic arterial occlusion crossing catheter, embolectomy and thrombectomy catheter, vascular prosthesis thrombectomy catheter, aortic occlusion catheter, cerebral protection filter for coronary intervention, intravascular coronary mechanical lithotripsy catheter, ACUNAV intracardiac ultrasound consumables, coaxial balloon dilation catheter for Marshall vein alcoholization, coronary thrombus aspiration catheter with pump, adult aortic valvuloplasty catheter, 5F coronary angiography catheter (radial and femoral), Amplatz extra-rigid Teflon guide, cryoablation needles with equipment, coaxial bipolar radiofrequency ablation consumables for bone tumors with generator, peripheral and neurovascular thermoformable microcatheter, 0.08 compatible balloon catheter for temporary aneurysm occlusion, platinum marker intracranial revascularization thrombus retriever stent, second-intention thrombus retriever stent, stent for acute vasospasm compatible with 0.17 and 0.21 inch microcatheter, O-ring hemostatic valve for interventional neuroradiology, external pacing cable, electroporation system coupled with mapping including equipment, venous varicose vein treatment probes with automatic probe drive system including equipment.",NOT FOUND,NOT FOUND,French
